"lat","long","year","doy","temp","date","month","status","label","identifier"
49.256067,-123.250025,2011,1,-0.25,2011-01-01,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,2,0.23,2011-01-02,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,3,1.105,2011-01-03,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,4,1.365,2011-01-04,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,5,3.575,2011-01-05,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,6,5.51,2011-01-06,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,7,6.47,2011-01-07,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,8,3.74,2011-01-08,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,9,1.745,2011-01-09,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,10,-0.815,2011-01-10,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,11,-0.13,2011-01-11,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,12,3.28,2011-01-12,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,13,6.115,2011-01-13,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,14,8.79,2011-01-14,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,15,8.72,2011-01-15,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,16,9.265,2011-01-16,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,17,8.165,2011-01-17,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,18,3.73,2011-01-18,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,19,2.12,2011-01-19,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,20,2.505,2011-01-20,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,21,4.68,2011-01-21,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,22,5.055,2011-01-22,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,23,5.995,2011-01-23,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,24,6.34,2011-01-24,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,25,6.92,2011-01-25,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,26,8.025,2011-01-26,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,27,5.85,2011-01-27,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,28,4.94,2011-01-28,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,29,5.67,2011-01-29,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,30,2.445,2011-01-30,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,31,0.72,2011-01-31,1,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,32,1.305,2011-02-01,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,33,1.72,2011-02-02,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,34,5.075,2011-02-03,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,35,8.51,2011-02-04,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,36,6.23,2011-02-05,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,37,5.85,2011-02-06,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,38,6.6,2011-02-07,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,39,4.53,2011-02-08,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,40,2.425,2011-02-09,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,41,2.19,2011-02-10,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,42,3.97,2011-02-11,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,43,6.435,2011-02-12,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,44,6.215,2011-02-13,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,45,6.655,2011-02-14,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,46,5.81,2011-02-15,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,47,4.76,2011-02-16,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,48,2.51,2011-02-17,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,49,4.855,2011-02-18,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,50,2.485,2011-02-19,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,51,1.485,2011-02-20,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,52,2.035,2011-02-21,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,53,2.68,2011-02-22,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,54,0.28,2011-02-23,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,55,-1.02,2011-02-24,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,56,-3.53,2011-02-25,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,57,-2.825,2011-02-26,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,58,1.07,2011-02-27,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,59,3.675,2011-02-28,2,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,60,3.165,2011-03-01,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,61,5.765,2011-03-02,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,62,4.535,2011-03-03,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,63,3.395,2011-03-04,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,64,5.22,2011-03-05,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,65,4.21,2011-03-06,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,66,3.305,2011-03-07,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,67,4.055,2011-03-08,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,68,7.73,2011-03-09,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,69,7.82,2011-03-10,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,70,5.675,2011-03-11,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,71,6.82,2011-03-12,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,72,7.58,2011-03-13,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,73,7.325,2011-03-14,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,74,7.695,2011-03-15,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,75,6.65,2011-03-16,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,76,5.65,2011-03-17,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,77,6.805,2011-03-18,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,78,6.225,2011-03-19,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,79,5.24,2011-03-20,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,80,6.175,2011-03-21,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,81,6.425,2011-03-22,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,82,6.78,2011-03-23,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,83,8.72,2011-03-24,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,84,7,2011-03-25,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,85,7.89,2011-03-26,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,86,8,2011-03-27,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,87,7.555,2011-03-28,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,88,7.44,2011-03-29,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,89,8.83,2011-03-30,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,90,10.61,2011-03-31,3,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,91,6.865,2011-04-01,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,92,7.47,2011-04-02,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,93,6.05,2011-04-03,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,94,4.565,2011-04-04,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,95,5.84,2011-04-05,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,96,6.13,2011-04-06,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,97,6.135,2011-04-07,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,98,6.65,2011-04-08,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,99,8.1,2011-04-09,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,100,8.02,2011-04-10,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,101,7.62,2011-04-11,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,102,6.4,2011-04-12,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,103,7.36,2011-04-13,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,104,4.815,2011-04-14,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,105,5.4,2011-04-15,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,106,6.16,2011-04-16,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,107,5.955,2011-04-17,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,108,6.48,2011-04-18,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,109,6.86,2011-04-19,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,110,6.035,2011-04-20,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,111,6.595,2011-04-21,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,112,7.14,2011-04-22,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,113,9.05,2011-04-23,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,114,8.295,2011-04-24,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,115,7.26,2011-04-25,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,116,9.27,2011-04-26,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,117,7.485,2011-04-27,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,118,7.15,2011-04-28,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,119,7.8,2011-04-29,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,120,9.1,2011-04-30,4,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,121,9.295,2011-05-01,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,122,8.75,2011-05-02,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,123,9.38,2011-05-03,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,124,9.9,2011-05-04,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,125,10.245,2011-05-05,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,126,9.25,2011-05-06,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,127,9.005,2011-05-07,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,128,8.96,2011-05-08,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,129,11.3,2011-05-09,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,130,10.79,2011-05-10,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,131,9.085,2011-05-11,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,132,8.665,2011-05-12,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,133,10.62,2011-05-13,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,134,12.195,2011-05-14,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,135,11.075,2011-05-15,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,136,10.25,2011-05-16,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,137,9.61,2011-05-17,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,138,10.815,2011-05-18,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,139,12.325,2011-05-19,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,140,13.54,2011-05-20,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,141,11.805,2011-05-21,5,"garden","NA POPUTR McKown et al. 2013","garden1"
