"percentage","sd","identifier","label"
66.6010277653146,3.8068679061255,"prov1","EA FAGUSY Gömöry & Paule 2011"
74.2970699285734,4.92499706706914,"prov10","EA FAGUSY Gömöry & Paule 2011"
63.4707277695781,3.69622523961587,"prov11","EA FAGUSY Gömöry & Paule 2011"
75.018513430483,4.37870271674065,"prov12","EA FAGUSY Gömöry & Paule 2011"
82.2413182303523,4.95339651977121,"prov13","EA FAGUSY Gömöry & Paule 2011"
84.6004362476319,5.04558135294912,"prov14","EA FAGUSY Gömöry & Paule 2011"
89.2181065258859,5.05372606771001,"prov15","EA FAGUSY Gömöry & Paule 2011"
85.4415924875154,5.66143103102154,"prov16","EA FAGUSY Gömöry & Paule 2011"
86.4024797426669,4.99802100701671,"prov17","EA FAGUSY Gömöry & Paule 2011"
70.4479051376086,5.01703783461212,"prov18","EA FAGUSY Gömöry & Paule 2011"
61.2441316471605,5.05341906342089,"prov19","EA FAGUSY Gömöry & Paule 2011"
70.3956568064279,4.19710327924293,"prov2","EA FAGUSY Gömöry & Paule 2011"
92.8233994660158,5.77819412484844,"prov20","EA FAGUSY Gömöry & Paule 2011"
92.2249315310894,5.81689016491413,"prov21","EA FAGUSY Gömöry & Paule 2011"
90.9654599514308,5.72344670861036,"prov22","EA FAGUSY Gömöry & Paule 2011"
57.4253313996301,5.69596931788564,"prov23","EA FAGUSY Gömöry & Paule 2011"
70.084820269875,5.58072991273591,"prov24","EA FAGUSY Gömöry & Paule 2011"
62.6847795004505,5.22123219605003,"prov25","EA FAGUSY Gömöry & Paule 2011"
69.0600758415439,4.59162201595794,"prov26","EA FAGUSY Gömöry & Paule 2011"
83.63072574449,4.66740860828783,"prov27","EA FAGUSY Gömöry & Paule 2011"
68.7132462891989,5.09204780520838,"prov28","EA FAGUSY Gömöry & Paule 2011"
81.146367171238,4.73464359436243,"prov29","EA FAGUSY Gömöry & Paule 2011"
70.6542706826404,4.07838132267292,"prov3","EA FAGUSY Gömöry & Paule 2011"
91.9260518646691,5.50115366323623,"prov30","EA FAGUSY Gömöry & Paule 2011"
75.0189974468927,5.20711388499475,"prov31","EA FAGUSY Gömöry & Paule 2011"
90.2683260637225,5.61936338457375,"prov32","EA FAGUSY Gömöry & Paule 2011"
69.6198756617696,3.98304708640579,"prov4","EA FAGUSY Gömöry & Paule 2011"
78.3696499734079,4.26769359985955,"prov5","EA FAGUSY Gömöry & Paule 2011"
82.1099538640701,4.89206058651895,"prov6","EA FAGUSY Gömöry & Paule 2011"
74.6009976216753,4.47428687572228,"prov7","EA FAGUSY Gömöry & Paule 2011"
78.0065556799919,4.87654321686747,"prov8","EA FAGUSY Gömöry & Paule 2011"
76.2337639747888,4.73722329289938,"prov9","EA FAGUSY Gömöry & Paule 2011"
