lat,long,date,temp,year,month,label,identifier,status,doy
44.56666667,0.266666667,2011-01-01,5.81999987,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,1
44.56666667,0.266666667,2011-01-02,1.989999956,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,2
44.56666667,0.266666667,2011-01-03,0.769999983,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,3
44.56666667,0.266666667,2011-01-04,0.489999989,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,4
44.56666667,0.266666667,2011-01-05,5.549999876,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,5
44.56666667,0.266666667,2011-01-06,9.149999795,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,6
44.56666667,0.266666667,2011-01-07,10.92999976,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,7
44.56666667,0.266666667,2011-01-08,10.58999976,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,8
44.56666667,0.266666667,2011-01-09,7.289999837,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,9
44.56666667,0.266666667,2011-01-10,3.159999929,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,10
44.56666667,0.266666667,2011-01-11,8.269999815,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,11
44.56666667,0.266666667,2011-01-12,9.249999793,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,12
44.56666667,0.266666667,2011-01-13,12.21999973,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,13
44.56666667,0.266666667,2011-01-14,7.309999837,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,14
44.56666667,0.266666667,2011-01-15,7.789999826,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,15
44.56666667,0.266666667,2011-01-16,7.929999823,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,16
44.56666667,0.266666667,2011-01-17,9.539999787,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,17
44.56666667,0.266666667,2011-01-18,7.689999828,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,18
44.56666667,0.266666667,2011-01-19,6.72999985,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,19
44.56666667,0.266666667,2011-01-20,2.089999953,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,20
44.56666667,0.266666667,2011-01-21,1.049999977,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,21
44.56666667,0.266666667,2011-01-22,-0.43999999,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,22
44.56666667,0.266666667,2011-01-23,-0.43999999,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,23
44.56666667,0.266666667,2011-01-24,0.209999995,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,24
44.56666667,0.266666667,2011-01-25,1.989999956,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,25
44.56666667,0.266666667,2011-01-26,3.319999926,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,26
44.56666667,0.266666667,2011-01-27,4.669999896,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,27
44.56666667,0.266666667,2011-01-28,5.839999869,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,28
44.56666667,0.266666667,2011-01-29,5.81999987,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,29
44.56666667,0.266666667,2011-01-30,0.749999983,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,30
44.56666667,0.266666667,2011-01-31,-0.549999988,2011,1,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,31
44.56666667,0.266666667,2011-02-01,-0.88999998,2011,2,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,32
44.56666667,0.266666667,2011-02-02,0.89999998,2011,2,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,33
44.56666667,0.266666667,2011-02-03,6.909999846,2011,2,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,34
44.56666667,0.266666667,2011-02-04,9.599999785,2011,2,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,35
44.56666667,0.266666667,2011-02-05,8.03999982,2011,2,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,36
44.56666667,0.266666667,2011-02-06,6.059999865,2011,2,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,37
44.56666667,0.266666667,2011-02-07,7.59999983,2011,2,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,38
44.56666667,0.266666667,2011-02-08,6.819999848,2011,2,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,39
44.56666667,0.266666667,2011-02-09,9.299999792,2011,2,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,40
44.56666667,0.266666667,2011-02-10,9.259999793,2011,2,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,41
44.56666667,0.266666667,2011-02-11,9.309999792,2011,2,ALT EA QUEPET Alberto et al 2011 Garden V,V,garden,42
